Date collected,Location,Provider,Source,Status,Time collected,bad signal ,internet ,landline internet ,limited channels ,mobile internet ,mobile phone ,no network or reception ,no signal ,no tv ,online viewing ,phone ,total blackout ,tv 
Thu 21 Mar 2019,tampa,Verizon-Wireless,Down detector,No problems,13:27:17,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,indianapolis,Verizon-Wireless,Down detector,No problems,13:27:17,,,9%,,39%,51%,,,,,,,
Thu 21 Mar 2019,brooklyn,optimum-cablevision,Down detector,No problems,13:33:10,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,bronx,optimum-cablevision,Down detector,No problems,13:33:10,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,new-york,optimum-cablevision,Down detector,No problems,13:33:10,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,corona,optimum-cablevision,Down detector,No problems,13:33:10,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,stamford,optimum-cablevision,Down detector,No problems,13:33:10,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,newark,optimum-cablevision,Down detector,No problems,13:33:10,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,bayonne,optimum-cablevision,Down detector,No problems,13:33:10,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,bridgeport,optimum-cablevision,Down detector,No problems,13:33:10,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,new-rochelle,optimum-cablevision,Down detector,No problems,13:33:10,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,wayne,optimum-cablevision,Down detector,No problems,13:33:10,,86%,,,,,,,,,,10%,
Thu 21 Mar 2019,denver,Dish-Network,Down detector,No problems,13:28:14,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,tucson,Dish-Network,Down detector,No problems,13:28:14,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,seattle,Dish-Network,Down detector,No problems,13:28:14,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,portland,Dish-Network,Down detector,No problems,13:28:14,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,albuquerque,Dish-Network,Down detector,No problems,13:28:14,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,dallas,Dish-Network,Down detector,No problems,13:28:14,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,phoenix,Dish-Network,Down detector,No problems,13:28:14,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,colorado-springs,Dish-Network,Down detector,No problems,13:28:14,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,irving,Dish-Network,Down detector,No problems,13:28:14,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,lincoln,Dish-Network,Down detector,No problems,13:28:14,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,huntsville,Google-Fiber,Down detector,No problems,13:12:11,,100%,,,,,,,,,,,
Thu 21 Mar 2019,charlotte,Google-Fiber,Down detector,No problems,13:12:11,,100%,,,,,,,,,,,
Thu 21 Mar 2019,atlanta,Google-Fiber,Down detector,No problems,13:12:11,,100%,,,,,,,,,,,
Thu 21 Mar 2019,madison,Google-Fiber,Down detector,No problems,13:12:11,,100%,,,,,,,,,,,
Thu 21 Mar 2019,kansas-city,Google-Fiber,Down detector,No problems,13:12:11,,100%,,,,,,,,,,,
Thu 21 Mar 2019,orlando,Google-Fiber,Down detector,No problems,13:12:11,,100%,,,,,,,,,,,
Thu 21 Mar 2019,phenix-city,Google-Fiber,Down detector,No problems,13:12:11,,100%,,,,,,,,,,,
Thu 21 Mar 2019,saint-louis,Google-Fiber,Down detector,No problems,13:12:11,,100%,,,,,,,,,,,
Thu 21 Mar 2019,houston,Google-Fiber,Down detector,No problems,13:12:11,,100%,,,,,,,,,,,
Thu 21 Mar 2019,dayton,Google-Fiber,Down detector,No problems,13:12:11,,100%,,,,,,,,,,,
Thu 21 Mar 2019,boise,Cable-ONE,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,houston,Cable-ONE,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,phoenix,Cable-ONE,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,meridian,Cable-ONE,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,idaho-falls,Cable-ONE,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,pocatello,Cable-ONE,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,rio-rancho,Cable-ONE,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,sioux-city,Cable-ONE,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,prescott,Cable-ONE,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,dallas,Cable-ONE,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,san-francisco,MegaPath,Down detector,No problems,13:12:16,,,,,,,,,,,,,
Thu 21 Mar 2019,toledo,MegaPath,Down detector,No problems,13:12:16,,,,,,,,,,,,,
Thu 21 Mar 2019,coalville,MegaPath,Down detector,No problems,13:12:16,,,,,,,,,,,,,
Thu 21 Mar 2019,san-marcos,MegaPath,Down detector,No problems,13:12:16,,,,,,,,,,,,,
Thu 21 Mar 2019,riverside,MegaPath,Down detector,No problems,13:12:16,,,,,,,,,,,,,
Thu 21 Mar 2019,san-diego,MegaPath,Down detector,No problems,13:12:16,,,,,,,,,,,,,
Thu 21 Mar 2019,petaluma,MegaPath,Down detector,No problems,13:12:16,,,,,,,,,,,,,
Thu 21 Mar 2019,littleton,MegaPath,Down detector,No problems,13:12:16,,,,,,,,,,,,,
Thu 21 Mar 2019,urbana,MegaPath,Down detector,No problems,13:12:16,,,,,,,,,,,,,
Thu 21 Mar 2019,milwaukee,MegaPath,Down detector,No problems,13:12:16,,,,,,,,,,,,,
Thu 21 Mar 2019,naples,Verizon,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,new-york,Verizon,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,philadelphia,Verizon,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,marco-island,Verizon,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,brooklyn,Verizon,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,charlotte,Verizon,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,sumter,Verizon,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,atlanta,Verizon,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,tampa,Verizon,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,indianapolis,Verizon,Down detector,No problems,11:54:55,,,10%,,37%,51%,,,,,,,
Thu 21 Mar 2019,denver,Dish-Network,Down detector,No problems,13:27:17,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,tucson,Dish-Network,Down detector,No problems,13:27:17,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,seattle,Dish-Network,Down detector,No problems,13:27:17,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,portland,Dish-Network,Down detector,No problems,13:27:17,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,albuquerque,Dish-Network,Down detector,No problems,13:27:17,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,dallas,Dish-Network,Down detector,No problems,13:27:17,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,phoenix,Dish-Network,Down detector,No problems,13:27:17,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,colorado-springs,Dish-Network,Down detector,No problems,13:27:17,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,irving,Dish-Network,Down detector,No problems,13:27:17,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,lincoln,Dish-Network,Down detector,No problems,13:27:17,,,,37%,,,,,62%,,,,
Thu 21 Mar 2019,huntsville,Google-Fiber,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,charlotte,Google-Fiber,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,atlanta,Google-Fiber,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,madison,Google-Fiber,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,kansas-city,Google-Fiber,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,orlando,Google-Fiber,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,phenix-city,Google-Fiber,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,saint-louis,Google-Fiber,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,houston,Google-Fiber,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,dayton,Google-Fiber,Down detector,No problems,13:36:46,,100%,,,,,,,,,,,
Thu 21 Mar 2019,lincoln,windstream,Down detector,No problems,13:33:10,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,concord,windstream,Down detector,No problems,13:33:10,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,lexington,windstream,Down detector,No problems,13:33:10,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,atlanta,windstream,Down detector,No problems,13:33:10,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,norcross,windstream,Down detector,No problems,13:33:10,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,houston,windstream,Down detector,No problems,13:33:10,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,grayson,windstream,Down detector,No problems,13:33:10,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,dallas,windstream,Down detector,No problems,13:33:10,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,blairsville,windstream,Down detector,No problems,13:33:10,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,chicago,windstream,Down detector,No problems,13:33:10,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,brooklyn,Atlantic-Broadband,Down detector,No problems,13:10:49,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,evington,Atlantic-Broadband,Down detector,No problems,13:10:49,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,bethel,Atlantic-Broadband,Down detector,No problems,13:10:49,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,cumberland,Atlantic-Broadband,Down detector,No problems,13:10:49,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,bedford,Atlantic-Broadband,Down detector,No problems,13:10:49,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,johnstown,Atlantic-Broadband,Down detector,No problems,13:10:49,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,bradford,Atlantic-Broadband,Down detector,No problems,13:10:49,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,randallstown,Atlantic-Broadband,Down detector,No problems,13:10:49,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,bowie,Atlantic-Broadband,Down detector,No problems,13:10:49,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,lexington-park,Atlantic-Broadband,Down detector,No problems,13:10:49,,90%,,,,,,,,,,10%,
Thu 21 Mar 2019,los-angeles,T-Mobile,Down detector,No problems,13:12:11,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,houston,T-Mobile,Down detector,No problems,13:12:11,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,new-york,T-Mobile,Down detector,No problems,13:12:11,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,el-centro,T-Mobile,Down detector,No problems,13:12:11,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,brooklyn,T-Mobile,Down detector,No problems,13:12:11,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,chicago,T-Mobile,Down detector,No problems,13:12:11,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,pompano-beach,T-Mobile,Down detector,No problems,13:12:11,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,salt-lake-city,T-Mobile,Down detector,No problems,13:12:11,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,dallas,T-Mobile,Down detector,No problems,13:12:11,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,seattle,T-Mobile,Down detector,No problems,13:12:11,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,brooklyn,optimum-cablevision,Down detector,No problems,13:10:49,,85%,,,,,,,,,,11%,
Thu 21 Mar 2019,bronx,optimum-cablevision,Down detector,No problems,13:10:49,,85%,,,,,,,,,,11%,
Thu 21 Mar 2019,new-york,optimum-cablevision,Down detector,No problems,13:10:49,,85%,,,,,,,,,,11%,
Thu 21 Mar 2019,corona,optimum-cablevision,Down detector,No problems,13:10:49,,85%,,,,,,,,,,11%,
Thu 21 Mar 2019,stamford,optimum-cablevision,Down detector,No problems,13:10:49,,85%,,,,,,,,,,11%,
Thu 21 Mar 2019,newark,optimum-cablevision,Down detector,No problems,13:10:49,,85%,,,,,,,,,,11%,
Thu 21 Mar 2019,bayonne,optimum-cablevision,Down detector,No problems,13:10:49,,85%,,,,,,,,,,11%,
Thu 21 Mar 2019,bridgeport,optimum-cablevision,Down detector,No problems,13:10:49,,85%,,,,,,,,,,11%,
Thu 21 Mar 2019,new-rochelle,optimum-cablevision,Down detector,No problems,13:10:49,,85%,,,,,,,,,,11%,
Thu 21 Mar 2019,wayne,optimum-cablevision,Down detector,No problems,13:10:49,,85%,,,,,,,,,,11%,
Thu 21 Mar 2019,san-francisco,MegaPath,Down detector,No problems,13:15:02,,,,,,,,,,,,,
Thu 21 Mar 2019,toledo,MegaPath,Down detector,No problems,13:15:02,,,,,,,,,,,,,
Thu 21 Mar 2019,coalville,MegaPath,Down detector,No problems,13:15:02,,,,,,,,,,,,,
Thu 21 Mar 2019,san-marcos,MegaPath,Down detector,No problems,13:15:02,,,,,,,,,,,,,
Thu 21 Mar 2019,riverside,MegaPath,Down detector,No problems,13:15:02,,,,,,,,,,,,,
Thu 21 Mar 2019,san-diego,MegaPath,Down detector,No problems,13:15:02,,,,,,,,,,,,,
Thu 21 Mar 2019,petaluma,MegaPath,Down detector,No problems,13:15:02,,,,,,,,,,,,,
Thu 21 Mar 2019,littleton,MegaPath,Down detector,No problems,13:15:02,,,,,,,,,,,,,
Thu 21 Mar 2019,urbana,MegaPath,Down detector,No problems,13:15:02,,,,,,,,,,,,,
Thu 21 Mar 2019,milwaukee,MegaPath,Down detector,No problems,13:15:02,,,,,,,,,,,,,
Thu 21 Mar 2019,los-angeles,T-Mobile,Down detector,No problems,13:13:25,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,houston,T-Mobile,Down detector,No problems,13:13:25,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,new-york,T-Mobile,Down detector,No problems,13:13:25,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,el-centro,T-Mobile,Down detector,No problems,13:13:25,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,brooklyn,T-Mobile,Down detector,No problems,13:13:25,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,chicago,T-Mobile,Down detector,No problems,13:13:25,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,pompano-beach,T-Mobile,Down detector,No problems,13:13:25,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,salt-lake-city,T-Mobile,Down detector,No problems,13:13:25,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,dallas,T-Mobile,Down detector,No problems,13:13:25,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,seattle,T-Mobile,Down detector,No problems,13:13:25,,,,,50%,,,25%,,,25%,,
Thu 21 Mar 2019,los-angeles,T-Mobile,Down detector,No problems,13:36:46,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,houston,T-Mobile,Down detector,No problems,13:36:46,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,new-york,T-Mobile,Down detector,No problems,13:36:46,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,el-centro,T-Mobile,Down detector,No problems,13:36:46,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,brooklyn,T-Mobile,Down detector,No problems,13:36:46,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,chicago,T-Mobile,Down detector,No problems,13:36:46,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,pompano-beach,T-Mobile,Down detector,No problems,13:36:46,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,salt-lake-city,T-Mobile,Down detector,No problems,13:36:46,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,dallas,T-Mobile,Down detector,No problems,13:36:46,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,seattle,T-Mobile,Down detector,No problems,13:36:46,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,san-francisco,MegaPath,Down detector,No problems,13:12:08,,,,,,,,,,,,,
Thu 21 Mar 2019,toledo,MegaPath,Down detector,No problems,13:12:08,,,,,,,,,,,,,
Thu 21 Mar 2019,coalville,MegaPath,Down detector,No problems,13:12:08,,,,,,,,,,,,,
Thu 21 Mar 2019,san-marcos,MegaPath,Down detector,No problems,13:12:08,,,,,,,,,,,,,
Thu 21 Mar 2019,riverside,MegaPath,Down detector,No problems,13:12:08,,,,,,,,,,,,,
Thu 21 Mar 2019,san-diego,MegaPath,Down detector,No problems,13:12:08,,,,,,,,,,,,,
Thu 21 Mar 2019,petaluma,MegaPath,Down detector,No problems,13:12:08,,,,,,,,,,,,,
Thu 21 Mar 2019,littleton,MegaPath,Down detector,No problems,13:12:08,,,,,,,,,,,,,
Thu 21 Mar 2019,urbana,MegaPath,Down detector,No problems,13:12:08,,,,,,,,,,,,,
Thu 21 Mar 2019,milwaukee,MegaPath,Down detector,No problems,13:12:08,,,,,,,,,,,,,
Thu 21 Mar 2019,boise,Cable-ONE,Down detector,No problems,13:12:16,,100%,,,,,,,,,,,
Thu 21 Mar 2019,houston,Cable-ONE,Down detector,No problems,13:12:16,,100%,,,,,,,,,,,
Thu 21 Mar 2019,phoenix,Cable-ONE,Down detector,No problems,13:12:16,,100%,,,,,,,,,,,
Thu 21 Mar 2019,meridian,Cable-ONE,Down detector,No problems,13:12:16,,100%,,,,,,,,,,,
Thu 21 Mar 2019,idaho-falls,Cable-ONE,Down detector,No problems,13:12:16,,100%,,,,,,,,,,,
Thu 21 Mar 2019,pocatello,Cable-ONE,Down detector,No problems,13:12:16,,100%,,,,,,,,,,,
Thu 21 Mar 2019,rio-rancho,Cable-ONE,Down detector,No problems,13:12:16,,100%,,,,,,,,,,,
Thu 21 Mar 2019,sioux-city,Cable-ONE,Down detector,No problems,13:12:16,,100%,,,,,,,,,,,
Thu 21 Mar 2019,prescott,Cable-ONE,Down detector,No problems,13:12:16,,100%,,,,,,,,,,,
Thu 21 Mar 2019,dallas,Cable-ONE,Down detector,No problems,13:12:16,,100%,,,,,,,,,,,
Thu 21 Mar 2019,dallas,Bright-House-Networks,Down detector,No problems,13:12:11,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,chicago,Bright-House-Networks,Down detector,No problems,13:12:11,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,los-angeles,Bright-House-Networks,Down detector,No problems,13:12:11,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,houston,Bright-House-Networks,Down detector,No problems,13:12:11,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,brooklyn,Bright-House-Networks,Down detector,No problems,13:12:11,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,milwaukee,Bright-House-Networks,Down detector,No problems,13:12:11,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,new-york,Bright-House-Networks,Down detector,No problems,13:12:11,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,saint-louis,Bright-House-Networks,Down detector,No problems,13:12:11,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,dayton,Bright-House-Networks,Down detector,No problems,13:12:11,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,medford,Bright-House-Networks,Down detector,No problems,13:12:11,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,denver,CenturyLink,Down detector,Possible problems,13:10:49,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,minneapolis,CenturyLink,Down detector,Possible problems,13:10:49,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,phoenix,CenturyLink,Down detector,Possible problems,13:10:49,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,seattle,CenturyLink,Down detector,Possible problems,13:10:49,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,portland,CenturyLink,Down detector,Possible problems,13:10:49,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,albuquerque,CenturyLink,Down detector,Possible problems,13:10:49,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,dallas,CenturyLink,Down detector,Possible problems,13:10:49,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,boise,CenturyLink,Down detector,Possible problems,13:10:49,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,des-moines,CenturyLink,Down detector,Possible problems,13:10:49,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,saint-paul,CenturyLink,Down detector,Possible problems,13:10:49,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,huntsville,Google-Fiber,Down detector,No problems,13:13:25,,100%,,,,,,,,,,,
Thu 21 Mar 2019,charlotte,Google-Fiber,Down detector,No problems,13:13:25,,100%,,,,,,,,,,,
Thu 21 Mar 2019,atlanta,Google-Fiber,Down detector,No problems,13:13:25,,100%,,,,,,,,,,,
Thu 21 Mar 2019,madison,Google-Fiber,Down detector,No problems,13:13:25,,100%,,,,,,,,,,,
Thu 21 Mar 2019,kansas-city,Google-Fiber,Down detector,No problems,13:13:25,,100%,,,,,,,,,,,
Thu 21 Mar 2019,orlando,Google-Fiber,Down detector,No problems,13:13:25,,100%,,,,,,,,,,,
Thu 21 Mar 2019,phenix-city,Google-Fiber,Down detector,No problems,13:13:25,,100%,,,,,,,,,,,
Thu 21 Mar 2019,saint-louis,Google-Fiber,Down detector,No problems,13:13:25,,100%,,,,,,,,,,,
Thu 21 Mar 2019,houston,Google-Fiber,Down detector,No problems,13:13:25,,100%,,,,,,,,,,,
Thu 21 Mar 2019,dayton,Google-Fiber,Down detector,No problems,13:13:25,,100%,,,,,,,,,,,
Thu 21 Mar 2019,brooklyn,optimum-cablevision,Down detector,No problems,13:12:11,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,bronx,optimum-cablevision,Down detector,No problems,13:12:11,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,new-york,optimum-cablevision,Down detector,No problems,13:12:11,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,corona,optimum-cablevision,Down detector,No problems,13:12:11,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,stamford,optimum-cablevision,Down detector,No problems,13:12:11,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,newark,optimum-cablevision,Down detector,No problems,13:12:11,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,bayonne,optimum-cablevision,Down detector,No problems,13:12:11,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,bridgeport,optimum-cablevision,Down detector,No problems,13:12:11,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,new-rochelle,optimum-cablevision,Down detector,No problems,13:12:11,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,wayne,optimum-cablevision,Down detector,No problems,13:12:11,,85%,,,,,,,,,,10%,
Thu 21 Mar 2019,tampa,Frontier,Down detector,No problems,13:15:02,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,dallas,Frontier,Down detector,No problems,13:15:02,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,los-angeles,Frontier,Down detector,No problems,13:15:02,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,long-beach,Frontier,Down detector,No problems,13:15:02,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,carrollton,Frontier,Down detector,No problems,13:15:02,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,chicago,Frontier,Down detector,No problems,13:15:02,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,fort-wayne,Frontier,Down detector,No problems,13:15:02,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,plano,Frontier,Down detector,No problems,13:15:02,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,sarasota,Frontier,Down detector,No problems,13:15:02,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,portland,Frontier,Down detector,No problems,13:15:02,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,denver,CenturyLink,Down detector,Possible problems,13:33:10,,87%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,minneapolis,CenturyLink,Down detector,Possible problems,13:33:10,,87%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,phoenix,CenturyLink,Down detector,Possible problems,13:33:10,,87%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,seattle,CenturyLink,Down detector,Possible problems,13:33:10,,87%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,portland,CenturyLink,Down detector,Possible problems,13:33:10,,87%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,albuquerque,CenturyLink,Down detector,Possible problems,13:33:10,,87%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,dallas,CenturyLink,Down detector,Possible problems,13:33:10,,87%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,boise,CenturyLink,Down detector,Possible problems,13:33:10,,87%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,des-moines,CenturyLink,Down detector,Possible problems,13:33:10,,87%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,saint-paul,CenturyLink,Down detector,Possible problems,13:33:10,,87%,,,,,,,,,9%,2%,
Thu 21 Mar 2019,brooklyn,Atlantic-Broadband,Down detector,No problems,13:36:46,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,evington,Atlantic-Broadband,Down detector,No problems,13:36:46,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,bethel,Atlantic-Broadband,Down detector,No problems,13:36:46,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,cumberland,Atlantic-Broadband,Down detector,No problems,13:36:46,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,bedford,Atlantic-Broadband,Down detector,No problems,13:36:46,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,johnstown,Atlantic-Broadband,Down detector,No problems,13:36:46,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,bradford,Atlantic-Broadband,Down detector,No problems,13:36:46,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,randallstown,Atlantic-Broadband,Down detector,No problems,13:36:46,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,bowie,Atlantic-Broadband,Down detector,No problems,13:36:46,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,lexington-park,Atlantic-Broadband,Down detector,No problems,13:36:46,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,naples,Verizon,Down detector,No problems,13:28:14,,,9%,,39%,51%,,,,,,,
